#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:07:36.185
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 1.8 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.376955,2.20749
-0.37683,2.20749
-0.376705,2.20817
-0.37658,2.20783
-0.376455,2.20783
-0.37633,2.20749
-0.376205,2.20783
-0.37608,2.20783
-0.375955,2.20783
-0.37583,2.20749
-0.375705,2.20817
-0.37558,2.20783
-0.375455,2.20749
-0.37533,2.20783
-0.375205,2.20783
-0.37508,2.20783
-0.374955,2.20783
-0.37483,2.20749
-0.374705,2.20749
-0.37458,2.20749
-0.374455,2.2068
-0.37433,2.2068
-0.374205,2.2068
-0.37408,2.20612
-0.373955,2.20646
-0.37383,2.20646
-0.373705,2.2068
-0.37358,2.20714
-0.373455,2.20646
-0.37333,2.20612
-0.373205,2.20612
-0.37308,2.20612
-0.372955,2.20612
-0.37283,2.20612
-0.372705,2.20612
-0.37258,2.20578
-0.372455,2.20543
-0.37233,2.20509
-0.372205,2.20543
-0.37208,2.20509
-0.371955,2.20441
-0.37183,2.20441
-0.371705,2.20441
-0.37158,2.20407
-0.371455,2.20373
-0.37133,2.2027
-0.371205,2.20304
-0.37108,2.20236
-0.370955,2.20236
-0.37083,2.2027
-0.370705,2.20236
-0.37058,2.20133
-0.370455,2.20133
-0.37033,2.20065
-0.370205,2.20065
-0.37008,2.20031
-0.369955,2.19997
-0.36983,2.20031
-0.369705,2.19997
-0.36958,2.19962
-0.369455,2.19962
-0.36933,2.19928
-0.369205,2.1986
-0.36908,2.19826
-0.368955,2.19791
-0.36883,2.19791
-0.368705,2.19757
-0.36858,2.19757
-0.368455,2.19723
-0.36833,2.19655
-0.368205,2.19586
-0.36808,2.19518
-0.367955,2.19518
-0.36783,2.19518
-0.367705,2.19484
-0.36758,2.1945
-0.367455,2.19415
-0.36733,2.19279
-0.367205,2.19313
-0.36708,2.19313
-0.366955,2.19279
-0.36683,2.19279
-0.366705,2.19245
-0.36658,2.19176
-0.366455,2.19176
-0.36633,2.19142
-0.366205,2.19142
-0.36608,2.19108
-0.365955,2.1904
-0.36583,2.1904
-0.365705,2.19005
-0.36558,2.18971
-0.365455,2.18937
-0.36533,2.18903
-0.365205,2.18903
-0.36508,2.18869
-0.364955,2.188
-0.36483,2.18834
-0.364705,2.18834
-0.36458,2.18834
-0.364455,2.188
-0.36433,2.18732
-0.364205,2.18766
-0.36408,2.188
-0.363955,2.18766
-0.36383,2.18766
-0.363705,2.18732
-0.36358,2.18732
-0.363455,2.18732
-0.36333,2.18732
-0.363205,2.18698
-0.36308,2.18698
-0.362955,2.18664
-0.36283,2.18629
-0.362705,2.18629
-0.36258,2.18595
-0.362455,2.18595
-0.36233,2.18595
-0.362205,2.18561
-0.36208,2.18493
-0.361955,2.18458
-0.36183,2.18458
-0.361705,2.18458
