#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:04:53.182
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.447187,2.55339
-0.447062,2.55373
-0.446937,2.55304
-0.446813,2.55373
-0.446687,2.55339
-0.446562,2.55304
-0.446437,2.55339
-0.446313,2.5527
-0.446187,2.55304
-0.446062,2.55339
-0.445937,2.55304
-0.445813,2.55339
-0.445687,2.55339
-0.445562,2.55304
-0.445437,2.55339
-0.445312,2.55339
-0.445187,2.55339
-0.445062,2.55373
-0.444937,2.5527
-0.444812,2.55304
-0.444687,2.5527
-0.444562,2.5527
-0.444437,2.5527
-0.444312,2.55236
-0.444187,2.55236
-0.444062,2.55168
-0.443937,2.5527
-0.443812,2.55236
-0.443687,2.55202
-0.443562,2.55236
-0.443437,2.55202
-0.443312,2.55168
-0.443187,2.55202
-0.443062,2.55202
-0.442937,2.55202
-0.442812,2.55202
-0.442687,2.55236
-0.442562,2.55236
-0.442437,2.55202
-0.442312,2.55236
-0.442187,2.55236
-0.442062,2.55202
-0.441937,2.5527
-0.441812,2.5527
-0.441687,2.55304
-0.441562,2.55339
-0.441437,2.55304
-0.441312,2.55373
-0.441187,2.55339
-0.441062,2.55304
-0.440937,2.55407
-0.440812,2.55373
-0.440687,2.55407
-0.440562,2.55475
-0.440437,2.55441
-0.440312,2.55475
-0.440187,2.55475
-0.440062,2.5551
-0.439937,2.55544
-0.439812,2.5551
-0.439687,2.5551
-0.439562,2.55612
-0.439437,2.55578
-0.439312,2.55612
-0.439187,2.55612
-0.439062,2.55612
-0.438937,2.5568
-0.438812,2.55646
-0.438687,2.55646
-0.438562,2.5568
-0.438437,2.55612
-0.438312,2.55646
-0.438187,2.55715
-0.438062,2.5568
-0.437937,2.5568
-0.437812,2.5568
-0.437687,2.5568
-0.437562,2.5568
-0.437437,2.55646
-0.437312,2.5568
-0.437188,2.5568
-0.437062,2.55612
-0.436937,2.5568
-0.436812,2.55646
-0.436688,2.55578
-0.436562,2.55612
-0.436437,2.55578
-0.436312,2.55578
-0.436188,2.55578
-0.436062,2.55544
-0.435937,2.55544
-0.435812,2.55475
-0.435688,2.55475
-0.435562,2.55544
-0.435437,2.5551
-0.435312,2.5551
-0.435188,2.55544
-0.435062,2.55544
-0.434937,2.5551
-0.434812,2.55544
-0.434688,2.55475
-0.434562,2.55441
-0.434437,2.55475
-0.434312,2.55441
-0.434188,2.55475
-0.434062,2.55544
-0.433937,2.55441
-0.433812,2.55475
-0.433688,2.55441
-0.433562,2.55441
-0.433437,2.5551
-0.433312,2.55441
-0.433188,2.55441
-0.433062,2.55475
-0.432937,2.55441
-0.432812,2.55475
-0.432688,2.55475
-0.432562,2.55475
-0.432437,2.55475
-0.432312,2.55441
-0.432188,2.55441
-0.432062,2.55475
-0.431937,2.55441
-0.431812,2.55441
-0.431688,2.55475
-0.431562,2.55407
-0.431437,2.55339
-0.431312,2.55373
-0.431188,2.55339
-0.431062,2.55339
-0.430937,2.55339
-0.430812,2.55304
-0.430688,2.55373
-0.430562,2.55304
-0.430437,2.55304
-0.430312,2.55339
-0.430188,2.5527
-0.430062,2.5527
-0.429937,2.5527
-0.429812,2.5527
-0.429688,2.55304
-0.429562,2.55236
-0.429437,2.5527
-0.429312,2.55236
-0.429187,2.55236
-0.429062,2.5527
-0.428937,2.55236
